Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	332976802	333014166	placeholder
1	148936096	149069608	1	230831830	230999177	placeholder
8	42966448	43092062	7	24495016	24703902	placeholder
5	21571446	21593801	4	26042568	26069993	placeholder
1	198202236	198243518	1	176156080	176202107	placeholder
2	191945511	192002093	2	93545677	93626753	placeholder
14	14408711	14503783	10	21533061	21630752	placeholder
4	22456142	22582721	8	42747250	42911799	placeholder
1	270038753	270125470	1	86200759	86297446	placeholder
1	126070166	126166134	1	257533343	257608305	placeholder
14	5859568	5915779	10	8706556	8757981	placeholder
1	310054045	310226185	1	31498925	31705512	placeholder
7	41879020	42009147	6	49779970	49923602	placeholder
5	24709095	24743371	4	29986496	30031995	placeholder
1	239740195	239799764	1	125422194	125535422	placeholder
4	56879587	56937975	8	11355437	11407831	placeholder
3	64068408	64111453	3	89290227	89316240	placeholder
3	65933528	65979642	3	91702510	91744098	placeholder
2	47369246	47409108	2	262605435	262662007	placeholder
3	197899120	197959211	3	258525320	258574029	placeholder
2	198317496	198392263	2	85475324	85554428	placeholder
5	77784247	77837529	4	89687575	89712747	placeholder
12	11705357	11955692	14	24211847	24509528	placeholder
1	40467695	40605557	1	368478915	368658074	placeholder
16	10002106	10041753	11	25463600	25538119	placeholder
3	153841800	153945808	3	197300307	197439535	placeholder
13	13692774	13730122	13	7792458	7847123	placeholder
8	55648999	55715066	7	11470843	11497579	placeholder
17	7820850	7849822	10	30595887	30642883	placeholder
1	227650323	227674007	1	140645838	140681986	placeholder
1	55495909	55568752	1	347405177	347485048	placeholder
17	1875274	1969990	10	25483949	25561554	placeholder
1	337045295	337197606	1	748247	849320	placeholder
2	152269843	152317762	2	143243690	143293419	placeholder
1	173115847	173225833	1	203263551	203349710	placeholder
7	88785669	88883444	6	84521488	84626684	placeholder
1	226244444	226301853	1	142314187	142401885	placeholder
7	30649792	30742536	6	36463313	36557426	placeholder
16	13020831	13048086	11	25695212	25772041	placeholder
1	254251440	254273160	1	107104616	107125590	placeholder
1	340441203	340457170	1	418001031	418023717	placeholder
7	15905138	16030611	6	18462244	18625254	placeholder
1	63230614	63248112	1	336401383	336435922	placeholder
1	139247389	139332755	1	241617851	241658968	placeholder
15	14731807	14746046	15	3406792	3436385	placeholder
5	52903400	52945682	4	65812530	65882281	placeholder
4	19829077	19898892	8	52197933	52263793	placeholder
1	143309865	143409578	1	237168316	237310721	placeholder
2	90211784	90306194	2	211568650	211671235	placeholder
16	8925450	9028643	11	23283249	23434439	placeholder
2	103475212	103503025	2	196713746	196726498	placeholder
4	57144996	57220345	8	11097815	11158168	placeholder
6	85593186	85678509	5	17644716	17734839	placeholder
2	243389519	243490749	2	28575167	28651663	placeholder
16	11856908	11882451	11	27679862	27715290	placeholder
1	333403470	333571816	1	3658921	3817956	placeholder
7	29771975	29948810	6	35158769	35535579	placeholder
14	1843998	1869919	10	2498708	2532092	placeholder
1	270326380	270370401	1	85877892	85927393	placeholder
5	38723730	38762385	4	48412417	48450847	placeholder
1	17345116	17409434	1	398791679	398852618	placeholder
1	276478812	276524718	1	77195193	77264770	placeholder
16	10138522	10204439	11	14035956	14138629	placeholder
1	217716540	217754577	1	153280146	153322750	placeholder
1	273477741	273804175	1	81119096	81579917	placeholder
6	30925131	30997296	5	84093720	84191236	placeholder
2	67273630	67354026	2	236814876	236901116	placeholder
1	257698906	257750749	1	102391099	102398311	placeholder
8	41225517	41275540	7	22082979	22150747	placeholder
15	4578186	4642046	15	18432099	18518779	placeholder
2	156393146	156424112	2	138283997	138318872	placeholder
1	71974059	72090517	1	325254369	325367630	placeholder
6	89352107	89457309	5	13301562	13428365	placeholder
3	87273107	87430496	3	118641442	118881445	placeholder
5	119878978	119912385	4	127479058	127521318	placeholder
7	31477671	31525503	6	37632076	37684911	placeholder
1	41301800	41347926	1	367515236	367573119	placeholder
4	93612604	93700625	9	43631319	43747598	placeholder
6	97386734	97463640	5	8174407	8302094	placeholder
14	10099259	10150034	10	15173467	15219921	placeholder
1	39647603	39686272	1	369717831	369762553	placeholder
6	70123998	70172573	5	30740382	30794215	placeholder
2	158407906	158505750	2	135791695	135936609	placeholder
2	100057344	100092342	2	200827669	200866926	placeholder
15	6795598	6816406	15	14886935	14911770	placeholder
1	116661377	116673484	1	269368379	269384196	placeholder
2	217968864	218317612	2	59882000	60316699	placeholder
14	14554076	14601311	10	22969707	23004674	placeholder
1	65642528	65680170	1	333172325	333223859	placeholder
1	277621622	277638293	1	75749636	75771874	placeholder
10	16434487	16447306	16	13636676	13649243	placeholder
2	84884676	84975111	2	217306246	217374476	placeholder
15	1758966	1793963	15	25998679	26069847	placeholder
7	21239400	21296110	6	24960187	25036718	placeholder
2	155944757	155999368	2	138862574	138932432	placeholder
1	265601318	265694508	1	92008908	92112160	placeholder
7	89923509	89977359	6	86007961	86051621	placeholder
3	57057604	57110484	3	80189332	80267946	placeholder
7	46611936	46651584	6	51663936	51710447	placeholder
5	85860881	85961163	4	94166484	94250128	placeholder
14	16075595	16123807	10	21462600	21528452	placeholder
19	5983239	6019948	17	701161	740209	placeholder
8	75119664	75143890	7	12465583	12494698	placeholder
17	10092750	10111182	10	26613545	26659591	placeholder
3	25696020	25727393	3	32718847	32752284	placeholder
1	18148351	18207975	1	397902322	397986344	placeholder
1	286115006	286261800	1	63961590	64138677	placeholder
8	74273556	74304933	7	1770789	1812609	placeholder
1	116303632	116347770	1	269702768	269755511	placeholder
14	6397046	6421387	10	9528769	9563371	placeholder
13	474334	546105	13	14574825	14600330	placeholder
1	339620078	339678289	1	417131488	417158730	placeholder
2	199267891	199304830	2	84358499	84412879	placeholder
1	340401255	340412468	1	417957213	417969656	placeholder
14	8248162	8293241	10	12356141	12402561	placeholder
1	13668449	13726046	1	403022674	403083754	placeholder
3	152339458	152404353	3	195296838	195372202	placeholder
5	8042920	8068159	4	8860045	8882028	placeholder
2	133124550	133156532	2	158613523	158667839	placeholder
12	4882637	4944016	14	7960612	8003808	placeholder
14	9854934	9888403	10	14935773	14966816	placeholder
7	16305383	16355037	6	18991831	19057487	placeholder
3	114830030	114916385	3	147278179	147321100	placeholder
5	109376910	109521772	5	120142933	120252986	placeholder
1	255446735	255500403	1	105496688	105578963	placeholder
1	268763022	268834137	1	87879287	87988929	placeholder
2	206213535	206273600	2	75330537	75412396	placeholder
8	60638174	60798671	7	39222910	39406258	placeholder
5	36410076	36467420	4	45107486	45191791	placeholder
1	71525710	71607930	1	325907120	326004924	placeholder
1	62339399	62392219	1	337614604	337693460	placeholder
7	52747782	52867614	6	58555729	58655199	placeholder
1	272654955	272721331	1	82883973	82964768	placeholder
1	166157898	166199410	1	210862003	210922937	placeholder
6	31417461	31463732	5	83437451	83501477	placeholder
17	9549693	9575015	10	29782919	29851050	placeholder
3	152262743	152301892	3	195199774	195248055	placeholder
1	64641729	64776176	1	334242542	334408124	placeholder
1	332636091	332794298	1	5360804	5478077	placeholder
19	241781	256145	5	112506141	112548700	placeholder
3	49301918	49375407	3	68992249	69098907	placeholder
3	142593126	142633794	3	182662382	182708144	placeholder
