Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	278557923	278587128	placeholder
1	148936096	149069608	1	194220855	194357527	placeholder
8	42966448	43092062	8	22030743	22138916	placeholder
5	21571446	21593801	5	95880667	95912504	placeholder
1	198202236	198243518	1	146298151	146344430	placeholder
2	191945511	192002093	2	71651588	71709885	placeholder
14	14408711	14503783	14	17792911	17939676	placeholder
4	22456142	22582721	4	24071196	24196546	placeholder
1	270038753	270125470	1	72294343	72381796	placeholder
1	126070166	126166134	1	216608921	216674995	placeholder
14	5859568	5915779	14	7674673	7730430	placeholder
1	310054045	310226185	1	27831883	28007415	placeholder
7	41879020	42009147	7	41749475	41871033	placeholder
5	24709095	24743371	5	92428496	92470285	placeholder
1	239740195	239799764	1	103889016	103975323	placeholder
4	56879587	56937975	4	49827363	49871189	placeholder
3	64068408	64111453	3	141041537	141086494	placeholder
3	65933528	65979642	3	138927352	138977784	placeholder
2	47369246	47409108	2	216207982	216257809	placeholder
3	197899120	197959211	3	4128683	4175275	placeholder
2	198317496	198392263	2	65030932	65093754	placeholder
5	77784247	77837529	5	41060256	41073519	placeholder
12	11705357	11955692	12	14479669	14752726	placeholder
1	40467695	40605557	1	306632537	306774584	placeholder
16	10002106	10041753	15	6235457	6306020	placeholder
3	153841800	153945808	3	51059436	51191346	placeholder
13	13692774	13730122	11	19895555	19941592	placeholder
8	55648999	55715066	8	2682089	2702303	placeholder
17	7820850	7849822	16	5059283	5096097	placeholder
1	227650323	227674007	1	116499117	116525447	placeholder
1	55495909	55568752	1	290074873	290143790	placeholder
17	1875274	1969990	16	1733885	1816316	placeholder
1	337045295	337197606	1	2592376	2695216	placeholder
2	152269843	152317762	2	113071636	113114946	placeholder
1	173115847	173225833	1	169663994	169747802	placeholder
7	88785669	88883444	7	67808800	67891415	placeholder
1	226244444	226301853	1	118015464	118072522	placeholder
7	30649792	30742536	7	30840770	30914353	placeholder
16	13020831	13048086	15	17104507	17152366	placeholder
1	254251440	254273160	1	89058782	89083509	placeholder
1	340441203	340457170	1	218671	237933	placeholder
7	15905138	16030611	7	16305033	16440260	placeholder
1	63230614	63248112	1	281545717	281580357	placeholder
1	139247389	139332755	1	203616516	203655756	placeholder
15	14731807	14746046	13	3875101	3899488	placeholder
5	52903400	52945682	5	61420481	61473601	placeholder
4	19829077	19898892	4	16538238	16601543	placeholder
1	143309865	143409578	1	199817238	199915469	placeholder
2	90211784	90306194	2	174281034	174365725	placeholder
16	8925450	9028643	15	8050447	8185536	placeholder
2	103475212	103503025	2	160326490	160340376	placeholder
4	57144996	57220345	4	49613757	49671544	placeholder
6	85593186	85678509	6	83272865	83342556	placeholder
2	243389519	243490749	2	18544202	18619458	placeholder
16	11856908	11882451	15	15454401	15484992	placeholder
1	333403470	333571816	1	4846967	4958237	placeholder
7	29771975	29948810	7	29939041	30103506	placeholder
14	1843998	1869919	14	2454885	2490210	placeholder
1	270326380	270370401	1	71959147	72008791	placeholder
5	38723730	38762385	5	77001702	77044041	placeholder
1	17345116	17409434	1	330535040	330595669	placeholder
1	276478812	276524718	1	65256975	65309282	placeholder
16	10138522	10204439	15	5947374	6039901	placeholder
1	217716540	217754577	1	126942715	126987437	placeholder
1	273477741	273804175	1	68227241	68559083	placeholder
6	30925131	30997296	6	30221122	30302773	placeholder
2	67273630	67354026	2	194769959	194851102	placeholder
1	257698906	257750749	1	85255088	85262180	placeholder
8	41225517	41275540	8	20494663	20545648	placeholder
15	4578186	4642046	13	15275041	15329670	placeholder
2	156393146	156424112	2	108697001	108761599	placeholder
1	71974059	72090517	1	272188855	272268375	placeholder
6	89352107	89457309	6	88209341	88410865	placeholder
3	87273107	87430496	3	116164905	116350541	placeholder
8	21681298	21700178	8	56230834	56256201	placeholder
5	119878978	119912385	5	9714748	9756411	placeholder
7	31477671	31525503	7	31687078	31721420	placeholder
1	41301800	41347926	1	305776269	305827500	placeholder
4	93612604	93700625	4	78404398	78499602	placeholder
6	97386734	97463640	6	92407501	92509792	placeholder
1	130705502	130730074	1	212038288	212069143	placeholder
14	10099259	10150034	14	12487938	12539123	placeholder
1	39647603	39686272	1	307568711	307614915	placeholder
6	70123998	70172573	6	72383997	72429119	placeholder
2	158407906	158505750	2	106578724	106696011	placeholder
2	100057344	100092342	2	163866988	163895272	placeholder
15	6795598	6816406	13	12634418	12654884	placeholder
1	116661377	116673484	1	226321359	226334316	placeholder
2	217968864	218317612	2	43945443	44273796	placeholder
14	14554076	14601311	14	19142843	19193680	placeholder
1	65642528	65680170	1	278726315	278774823	placeholder
1	277621622	277638293	1	64103593	64123667	placeholder
10	16434487	16447306	10	16837322	16853844	placeholder
2	84884676	84975111	2	178836283	178906259	placeholder
15	1758966	1793963	13	19796425	19862116	placeholder
7	21239400	21296110	7	21451926	21519377	placeholder
2	155944757	155999368	2	109128317	109182252	placeholder
1	265601318	265694508	1	76920088	77018814	placeholder
7	89923509	89977359	7	68928890	68970650	placeholder
3	57057604	57110484	3	148796793	148856093	placeholder
7	46611936	46651584	7	45441046	45487178	placeholder
5	85860881	85961163	5	37159363	37245887	placeholder
14	16075595	16123807	14	17733093	17786990	placeholder
19	5983239	6019948	18	1465414	1505056	placeholder
8	75119664	75143890	8	12845480	12874559	placeholder
17	10092750	10111182	16	2817110	2856822	placeholder
3	25696020	25727393	3	185184477	185216242	placeholder
1	18148351	18207975	1	329828011	329877786	placeholder
1	286115006	286261800	1	54538449	54768453	placeholder
8	74273556	74304933	8	11926769	11958752	placeholder
1	116303632	116347770	1	226653030	226697765	placeholder
14	6397046	6421387	14	8337577	8365771	placeholder
13	474334	546105	11	1154072	1185694	placeholder
1	339620078	339678289	1	892708	921712	placeholder
2	199267891	199304830	2	64081844	64126434	placeholder
1	340401255	340412468	1	273845	283661	placeholder
14	8248162	8293241	14	10610120	10652124	placeholder
1	13668449	13726046	1	333814193	333861978	placeholder
3	152339458	152404353	3	52853895	52931013	placeholder
5	8042920	8068159	5	104537447	104562568	placeholder
2	133124550	133156532	2	126329182	126357106	placeholder
12	4882637	4944016	12	6668545	6703223	placeholder
14	9854934	9888403	14	12287669	12315659	placeholder
7	16305383	16355037	7	16708314	16754000	placeholder
3	114830030	114916385	3	93000913	93042379	placeholder
5	109376910	109521772	5	414082	522851	placeholder
1	255446735	255500403	1	87667685	87720762	placeholder
1	268763022	268834137	1	73676904	73745652	placeholder
2	206213535	206273600	2	56829993	56894178	placeholder
8	60638174	60798671	8	33897476	34026882	placeholder
5	36410076	36467420	5	79799726	79859850	placeholder
1	71525710	71607930	1	272689091	272781489	placeholder
1	62339399	62392219	1	282498913	282549031	placeholder
7	52747782	52867614	7	48368929	48419142	placeholder
1	272654955	272721331	1	69504170	69561914	placeholder
1	166157898	166199410	1	176645886	176699848	placeholder
6	31417461	31463732	6	30860867	30926324	placeholder
17	9549693	9575015	16	4382978	4439708	placeholder
3	152262743	152301892	3	52979529	53033165	placeholder
1	64641729	64776176	1	279808332	279939416	placeholder
1	332636091	332794298	1	6146516	6253283	placeholder
19	241781	256145	6	6378736	6410013	placeholder
2	11596379	11609758	2	265316155	265332120	placeholder
3	49301918	49375407	3	157560764	157677318	placeholder
3	142593126	142633794	3	63612223	63650581	placeholder
3	66422137	66495018	3	138571707	138633328	placeholder
5	70801597	70858812	5	45175226	45214072	placeholder
17	4936784	5003635	16	10036830	10096607	placeholder
1	238870745	238912380	1	104800404	104888883	placeholder
15	1857484	1871877	13	19686870	19703430	placeholder
5	50690613	50767089	5	63807232	63895983	placeholder
3	180826430	180940954	3	20717526	20849999	placeholder
1	176836776	176918133	1	166408872	166459780	placeholder
3	123249956	123295873	3	84222248	84271091	placeholder
5	67763398	67802533	5	47358008	47383813	placeholder
3	39113724	39157371	3	169446938	169494882	placeholder
1	53694873	53742432	1	292089906	292140074	placeholder
5	51303523	51358748	5	63226961	63285310	placeholder
1	262199614	262249198	1	80666541	80725434	placeholder
5	91215382	91237293	5	32990478	33010954	placeholder
14	220670	238661	14	220758	248438	placeholder
16	1772462	1839689	15	1829846	1895411	placeholder
2	95579626	95619839	2	168983476	169021659	placeholder
3	130717001	130760659	3	76265436	76310060	placeholder
4	90938011	90962116	4	75966800	75989261	placeholder
5	5528377	5604304	5	111956829	112013922	placeholder
6	69893270	69897716	6	72203776	72208237	placeholder
1	288140427	288174228	1	52268821	52305744	placeholder
8	66446636	66703663	8	18273236	18532349	placeholder
15	11631271	11661660	13	7061811	7096253	placeholder
8	25544782	25586932	8	36034937	36096816	placeholder
1	257459716	257510039	1	85516431	85562918	placeholder
6	43290076	43341584	6	44184582	44240474	placeholder
16	6745275	6768804	15	11352606	11373177	placeholder
2	31532027	31598392	2	234007168	234081222	placeholder
7	65935264	66036415	7	56694142	56769989	placeholder
10	5047427	5106248	10	7879771	7935836	placeholder
11	22591404	22598268	9	506386	514263	placeholder
1	55155058	55168832	1	290490429	290506737	placeholder
8	76739548	76786316	8	942508	1038426	placeholder
1	221445330	221488744	1	123173568	123213701	placeholder
1	277656680	277685325	1	64057879	64083634	placeholder
5	122421188	122467925	5	13014705	13071978	placeholder
3	169968203	170016443	3	32866211	32931519	placeholder
2	203692098	203727305	2	59482346	59518028	placeholder
1	159387198	159481033	1	183318542	183403239	placeholder
2	243252377	243294448	2	18711681	18751881	placeholder
7	88174371	88409672	7	70681474	70992695	placeholder
2	194020657	194049214	2	69418604	69456627	placeholder
12	8498031	8517940	12	11142339	11156785	placeholder
11	17532655	17569365	9	5931127	5967153	placeholder
7	56448764	56508055	7	50536946	50574892	placeholder
4	87252174	87311993	4	72835685	72886570	placeholder
17	3356830	3388473	16	11272317	11291027	placeholder
5	26598873	26708861	5	90301962	90390812	placeholder
1	296534198	296569541	1	42781730	42832030	placeholder
7	37143476	37191008	7	37205294	37252372	placeholder
3	33815248	33870085	3	175694459	175751660	placeholder
14	4705538	4723856	14	6313143	6339469	placeholder
4	5290407	5335474	4	3926430	3955166	placeholder
1	260910412	260955704	1	81857930	81911129	placeholder
1	212036948	212125948	1	132948387	133039175	placeholder
