Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	283163239	283189835	0d0887
1	148936096	149069608	1	197470078	197617486	0d0887
8	42966448	43092062	8	37203829	37343263	ad2793
5	21571446	21593801	5	22233017	22258267	7201a8
1	198202236	198243518	1	145865535	145910125	0d0887
2	191945511	192002093	2	198292943	198356122	2e0595
14	14408711	14503783	14	4120095	4265209	f58b47
4	22456142	22582721	4	23261290	23389270	5c01a6
1	270038753	270125470	1	72806232	72889103	0d0887
1	126070166	126166134	1	221204697	221279539	0d0887
14	5859568	5915779	14	11667946	11722672	f58b47
1	310054045	310226185	1	31418595	31568906	0d0887
7	41879020	42009147	7	42429264	42563841	9c179e
5	24709095	24743371	5	25450350	25482822	7201a8
1	239740195	239799764	1	103568988	103645219	0d0887
4	56879587	56937975	4	60230166	60302756	5c01a6
3	64068408	64111453	3	142199850	142239338	46039f
3	65933528	65979642	3	140275470	140314186	46039f
2	47369246	47409108	2	47966423	48014991	2e0595
3	197899120	197959211	3	4942743	5007231	46039f
2	198317496	198392263	2	204804988	204841094	2e0595
5	77784247	77837529	5	77623948	77667957	7201a8
12	11705357	11955692	10	9911980	10175522	e3685f
1	40467695	40605557	1	309434917	309572005	0d0887
16	10002106	10041753	17	10513721	10556226	fdb42f
3	153841800	153945808	3	50332827	50448464	46039f
13	13692774	13730122	11	14256215	14293581	ed7953
8	55648999	55715066	8	25078274	25147952	ad2793
17	7820850	7849822	18	3333695	3360888	fdca26
1	227650323	227674007	1	115458076	115486463	0d0887
1	55495909	55568752	1	293901496	293988336	0d0887
17	1875274	1969990	18	9577911	9675884	fdca26
1	337045295	337197606	1	3626551	3785700	0d0887
2	152269843	152317762	2	156896390	156941267	2e0595
1	173115847	173225833	1	172281000	172404109	0d0887
7	88785669	88883444	7	83318076	83419099	9c179e
1	226244444	226301853	1	116792562	116856667	0d0887
7	30649792	30742536	7	30803220	30904610	9c179e
16	13020831	13048086	17	13578709	13606766	fdb42f
1	254251440	254273160	1	89123970	89144562	0d0887
1	340441203	340457170	1	197785	213925	0d0887
7	15905138	16030611	7	15815697	15938296	9c179e
1	63230614	63248112	1	285994364	286024348	0d0887
1	139247389	139332755	1	207486116	207522785	0d0887
15	14731807	14746046	13	2510960	2525098	fb9f3a
5	52903400	52945682	5	53622333	53665323	7201a8
4	19829077	19898892	4	20431779	20507031	5c01a6
1	143309865	143409578	1	203322893	203427468	0d0887
2	90211784	90306194	2	89332559	89440071	2e0595
16	8925450	9028643	17	9439091	9549994	fdb42f
2	103475212	103503025	2	103441719	103466873	2e0595
4	57144996	57220345	4	60517947	60594745	5c01a6
6	85593186	85678509	6	14338853	14461034	8808a6
2	243389519	243490749	2	251443795	251553664	2e0595
16	11856908	11882451	17	12414705	12439492	fdb42f
1	333403470	333571816	1	7480490	7645451	0d0887
7	29771975	29948810	7	29842233	30048521	9c179e
14	1843998	1869919	14	15717663	15743406	f58b47
1	270326380	270370401	1	72523273	72567782	0d0887
5	38723730	38762385	5	39408907	39456749	7201a8
1	17345116	17409434	1	333394754	333461494	0d0887
1	276478812	276524718	1	66377087	66425514	0d0887
16	10138522	10204439	17	10655735	10727337	fdb42f
1	217716540	217754577	1	125892035	125928304	0d0887
1	273477741	273804175	1	69200184	69506230	0d0887
6	30925131	30997296	6	69573396	69654656	8808a6
2	67273630	67354026	2	67832527	67908277	2e0595
8	41225517	41275540	8	39094675	39153106	ad2793
15	4578186	4642046	13	12946317	13002088	fb9f3a
2	156393146	156424112	2	161311032	161341110	2e0595
1	71974059	72090517	1	276876671	276991747	0d0887
6	89352107	89457309	6	10362489	10487593	8808a6
3	87273107	87430496	3	118322794	118483731	46039f
5	119878978	119912385	5	119738057	119775546	7201a8
7	31477671	31525503	7	31730198	31759783	9c179e
1	41301800	41347926	1	308591415	308636575	0d0887
4	93612604	93700625	4	96209961	96300659	5c01a6
6	97386734	97463640	6	1860899	1938590	8808a6
1	130705502	130730074	1	216328590	216356818	0d0887
14	10099259	10150034	14	7304140	7352789	f58b47
1	39647603	39686272	1	310314696	310363289	0d0887
6	70123998	70172573	6	29613001	29661559	8808a6
2	158407906	158505750	2	163299551	163392597	2e0595
2	100057344	100092342	2	99666273	99703380	2e0595
15	6795598	6816406	13	10780642	10803104	fb9f3a
1	116661377	116673484	1	231144161	231157297	0d0887
2	217968864	218317612	2	225546848	225911248	2e0595
14	14554076	14601311	14	4311915	4360648	f58b47
1	65642528	65680170	1	283348275	283392877	0d0887
1	277621622	277638293	1	65254646	65271759	0d0887
10	16434487	16447306	15	11062481	11074214	cc4778
2	84884676	84975111	2	84518647	84583535	2e0595
15	1758966	1793963	13	15901261	15937405	fb9f3a
7	21239400	21296110	7	21118841	21177608	9c179e
2	155944757	155999368	2	160828080	160896387	2e0595
1	265601318	265694508	1	77504536	77621547	0d0887
7	89923509	89977359	7	84484895	84534707	9c179e
3	57057604	57110484	3	149281401	149339725	46039f
7	46611936	46651584	7	47346380	47393309	9c179e
5	85860881	85961163	5	85257387	85377184	7201a8
14	16075595	16123807	14	5968579	6021434	f58b47
19	5983239	6019948	12	12397399	12423733	f0f921
8	75119664	75143890	8	3788042	3814337	ad2793
17	10092750	10111182	18	948862	967069	fdca26
3	25696020	25727393	3	181032369	181062133	46039f
1	18148351	18207975	1	332471308	332527942	0d0887
1	286115006	286261800	1	56365699	56523220	0d0887
8	74273556	74304933	8	4663729	4700222	ad2793
1	116303632	116347770	1	231488140	231539309	0d0887
14	6397046	6421387	14	11140042	11164693	f58b47
13	474334	546105	11	516410	549398	ed7953
1	339620078	339678289	1	897268	960647	0d0887
2	199267891	199304830	2	205801695	205847660	2e0595
1	340401255	340412468	1	245425	260425	0d0887
14	8248162	8293241	14	9210129	9256309	f58b47
1	13668449	13726046	1	337292607	337358206	0d0887
3	152339458	152404353	3	51972325	52041058	46039f
5	8042920	8068159	5	8333410	8358886	7201a8
2	133124550	133156532	2	136535046	136568719	2e0595
12	4882637	4944016	10	17245049	17274990	e3685f
14	9854934	9888403	14	7547851	7584082	f58b47
7	16305383	16355037	7	16238912	16286227	9c179e
3	114830030	114916385	3	90022340	90125878	46039f
5	109376910	109521772	5	109031587	109185202	7201a8
1	255446735	255500403	1	87794625	87863431	0d0887
1	268763022	268834137	1	74152757	74226400	0d0887
2	206213535	206273600	2	213253268	213307224	2e0595
8	60638174	60798671	8	18327633	18485190	ad2793
5	36410076	36467420	5	37088124	37145738	7201a8
1	71525710	71607930	1	277395472	277470178	0d0887
1	62339399	62392219	1	286880771	286928807	0d0887
7	52747782	52867614	7	53271247	53382176	9c179e
1	272654955	272721331	1	70292978	70366839	0d0887
1	166157898	166199410	1	180294319	180344295	0d0887
6	31417461	31463732	6	69047514	69100899	8808a6
17	9549693	9575015	18	1626747	1652844	fdca26
3	152262743	152301892	3	52083170	52129907	46039f
1	64641729	64776176	1	284314703	284461672	0d0887
1	332636091	332794298	1	8271896	8436710	0d0887
19	241781	256145	12	18062224	18071343	f0f921
2	11596379	11609758	2	11444766	11458401	2e0595
3	49301918	49375407	3	157127193	157208359	46039f
3	142593126	142633794	3	61943236	61977656	46039f
3	66422137	66495018	3	139828417	139908864	46039f
5	70801597	70858812	5	71735495	71791337	7201a8
17	4936784	5003635	18	6106948	6141293	fdca26
1	238870745	238912380	1	104476941	104523508	0d0887
15	1857484	1871877	13	15821183	15833336	fb9f3a
5	50690613	50767089	5	51315041	51403902	7201a8
3	180826430	180940954	3	22500956	22612439	46039f
1	176836776	176918133	1	166683904	166767731	0d0887
3	123249956	123295873	3	81556393	81608246	46039f
5	67763398	67802533	5	68850988	68888790	7201a8
3	39113724	39157371	3	167296962	167341252	46039f
1	53694873	53742432	1	295832673	295886680	0d0887
5	51303523	51358748	5	51955804	52009250	7201a8
1	262199614	262249198	1	81023272	81071771	0d0887
5	91215382	91237293	5	90533781	90555508	7201a8
14	220670	238661	14	17372604	17390077	f58b47
16	1772462	1839689	17	1601302	1675287	fdb42f
2	95579626	95619839	2	95034133	95064791	2e0595
3	130717001	130760659	3	73903524	73949639	46039f
4	90938011	90962116	4	93207724	93233969	5c01a6
5	5528377	5604304	5	5568635	5646446	7201a8
6	69893270	69897716	6	29904106	29908537	8808a6
1	288140427	288174228	1	54389458	54425062	0d0887
8	66446636	66703663	8	12257517	12559595	ad2793
15	11631271	11661660	13	5711022	5742246	fb9f3a
8	25544782	25586932	8	55680138	55751421	ad2793
1	257459716	257510039	1	85669726	85722619	0d0887
6	43290076	43341584	6	57182932	57234976	8808a6
16	6745275	6768804	17	6946261	6972724	fdb42f
2	31532027	31598392	2	31937569	32004302	2e0595
7	65935264	66036415	7	62357101	62468565	9c179e
10	5047427	5106248	16	5029850	5061885	cc4778
11	22591404	22598268	9	23938205	23945667	d8576b
1	55155058	55168832	1	294351690	294365636	0d0887
8	76739548	76786316	8	2197965	2238318	ad2793
1	221445330	221488744	1	122239195	122280692	0d0887
1	277656680	277685325	1	65202283	65229761	0d0887
5	122421188	122467925	5	122238152	122270653	7201a8
3	169968203	170016443	3	33645373	33701827	46039f
2	203692098	203727305	2	210415256	210452777	2e0595
1	159387198	159481033	1	186828842	186921851	0d0887
2	243252377	243294448	2	251303535	251344724	2e0595
7	88174371	88409672	7	82686851	82941560	9c179e
2	194020657	194049214	2	200500834	200530206	2e0595
12	8498031	8517940	10	13475570	13493584	e3685f
