Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	301899870	301924262	placeholder
1	148936096	149069608	1	210078471	210203335	placeholder
8	42966448	43092062	4	48338027	48446556	placeholder
5	21571446	21593801	6	40934413	40959389	placeholder
1	198202236	198243518	1	157070261	157118665	placeholder
2	191945511	192002093	2	93862428	93923968	placeholder
14	14408711	14503783	15	2233706	2348682	placeholder
4	22456142	22582721	5	23531510	23629327	placeholder
1	270038753	270125470	1	77851890	77940331	placeholder
1	126070166	126166134	1	235231681	235306751	placeholder
14	5859568	5915779	15	12329264	12380845	placeholder
1	310054045	310226185	1	33811601	33969452	placeholder
7	41879020	42009147	8	10007406	10112825	placeholder
5	24709095	24743371	6	37481968	37521956	placeholder
1	239740195	239799764	1	111604089	111657797	placeholder
3	64068408	64111453	3	150565145	150594510	placeholder
3	65933528	65979642	3	148451382	148506108	placeholder
2	47369246	47409108	2	255194287	255246275	placeholder
3	197899120	197959211	3	6481516	6530490	placeholder
2	198317496	198392263	2	86570079	86601716	placeholder
5	77784247	77837529	7	12632337	12647695	placeholder
12	11705357	11955692	13	7870677	8214789	placeholder
1	40467695	40605557	1	329756797	329904626	placeholder
3	153841800	153945808	3	56282674	56404286	placeholder
13	13692774	13730122	12	20784344	20826500	placeholder
8	55648999	55715066	4	77977491	78001151	placeholder
17	7820850	7849822	18	7113373	7151038	placeholder
1	227650323	227674007	1	124665467	124688528	placeholder
1	55495909	55568752	1	313201361	313264053	placeholder
17	1875274	1969990	18	10035234	10126414	placeholder
2	152269843	152317762	2	138395627	138458676	placeholder
1	173115847	173225833	1	181427924	181520120	placeholder
7	88785669	88883444	10	5508027	5588214	placeholder
1	226244444	226301853	1	126218369	126270100	placeholder
7	30649792	30742536	8	21720038	21815219	placeholder
16	13020831	13048086	16	292037	322706	placeholder
1	254251440	254273160	1	95563275	95592088	placeholder
1	340441203	340457170	1	615936	638849	placeholder
7	15905138	16030611	8	37078894	37202161	placeholder
1	63230614	63248112	1	304754784	304782194	placeholder
1	139247389	139332755	1	220631382	220671500	placeholder
15	14731807	14746046	14	2487303	2500908	placeholder
5	52903400	52945682	6	7717889	7763547	placeholder
4	19829077	19898892	5	20641269	20731365	placeholder
1	143309865	143409578	1	216314835	216415502	placeholder
2	90211784	90306194	2	208512389	208599891	placeholder
16	8925450	9028643	16	5808089	5981370	placeholder
2	103475212	103503025	2	193659927	193671548	placeholder
4	57144996	57220345	5	66646126	66689195	placeholder
6	85593186	85678509	4	100114366	100203682	placeholder
2	243389519	243490749	2	36210090	36319037	placeholder
16	11856908	11882451	16	1575859	1611734	placeholder
1	333403470	333571816	1	7741913	7890928	placeholder
7	29771975	29948810	8	22458229	22646328	placeholder
14	1843998	1869919	15	17985113	18022845	placeholder
1	270326380	270370401	1	77594972	77643881	placeholder
5	38723730	38762385	6	22323602	22367721	placeholder
1	17345116	17409434	1	355152786	355216932	placeholder
1	276478812	276524718	1	70751154	70797731	placeholder
1	217716540	217754577	1	135444642	135483248	placeholder
1	273477741	273804175	1	73718959	74030750	placeholder
6	30925131	30997296	4	154861376	154937291	placeholder
2	67273630	67354026	2	233069788	233151737	placeholder
8	41225517	41275540	4	46584054	46631758	placeholder
15	4578186	4642046	14	14435546	14516141	placeholder
2	156393146	156424112	2	133671417	133701615	placeholder
1	71974059	72090517	1	295403172	295464270	placeholder
6	89352107	89457309	4	83211099	83447605	placeholder
3	87273107	87430496	3	124811089	124943571	placeholder
8	21681298	21700178	4	26219541	26240947	placeholder
5	119878978	119912385	7	50906670	50936523	placeholder
7	31477671	31525503	8	20883494	20910876	placeholder
1	41301800	41347926	1	328951480	328989480	placeholder
4	93612604	93700625	5	103048296	103137813	placeholder
6	97386734	97463640	4	91100565	91237308	placeholder
1	130705502	130730074	1	230141421	230171015	placeholder
14	10099259	10150034	15	7508445	7568991	placeholder
1	39647603	39686272	1	330646585	330688113	placeholder
6	70123998	70172573	4	113289194	113337551	placeholder
2	158407906	158505750	2	131406232	131500990	placeholder
2	100057344	100092342	2	197384076	197411935	placeholder
15	6795598	6816406	14	11182015	11206017	placeholder
1	116661377	116673484	1	245677610	245690507	placeholder
2	217968864	218317612	2	64973373	65348159	placeholder
14	14554076	14601311	15	2139704	2187191	placeholder
1	65642528	65680170	1	302052035	302090210	placeholder
1	277621622	277638293	1	69572267	69596919	placeholder
10	16434487	16447306	11	18195248	18215060	placeholder
2	84884676	84975111	2	214071179	214131327	placeholder
15	1758966	1793963	14	19741239	19817263	placeholder
7	21239400	21296110	8	31350399	31414266	placeholder
2	155944757	155999368	2	134132378	134235887	placeholder
1	265601318	265694508	1	82844306	82926267	placeholder
7	89923509	89977359	10	6743887	6788023	placeholder
3	57057604	57110484	3	158353191	158407017	placeholder
7	46611936	46651584	8	6138867	6180157	placeholder
5	85860881	85961163	7	16986318	17075086	placeholder
14	16075595	16123807	15	639082	685508	placeholder
19	5983239	6019948	19	2222153	2253979	placeholder
8	75119664	75143890	4	61726147	61755589	placeholder
3	25696020	25727393	3	193532082	193561224	placeholder
1	18148351	18207975	1	354238148	354299099	placeholder
1	286115006	286261800	1	59507427	59656378	placeholder
8	74273556	74304933	4	62628931	62667792	placeholder
1	116303632	116347770	1	246034331	246110234	placeholder
14	6397046	6421387	15	13007658	13044674	placeholder
13	474334	546105	12	967514	992707	placeholder
1	339620078	339678289	1	1307863	1360740	placeholder
2	199267891	199304830	2	85617529	85653570	placeholder
1	340401255	340412468	1	697173	705689	placeholder
14	8248162	8293241	15	9870643	9919020	placeholder
1	13668449	13726046	1	359173730	359230401	placeholder
3	152339458	152404353	3	57971315	58039549	placeholder
5	8042920	8068159	6	55383270	55405809	placeholder
2	133124550	133156532	2	153079994	153110567	placeholder
12	4882637	4944016	13	18883193	18929688	placeholder
14	9854934	9888403	15	7835296	7872665	placeholder
7	16305383	16355037	8	36706680	36755114	placeholder
3	114830030	114916385	3	99602248	99640415	placeholder
5	109376910	109521772	7	40087529	40276461	placeholder
1	255446735	255500403	1	94210080	94261342	placeholder
1	268763022	268834137	1	79216317	79281575	placeholder
2	206213535	206273600	2	78048250	78094549	placeholder
8	60638174	60798671	4	80286950	80432427	placeholder
5	36410076	36467420	6	25119659	25178769	placeholder
1	71525710	71607930	1	295890575	295974026	placeholder
1	62339399	62392219	1	305723639	305770014	placeholder
7	52747782	52867614	8	1753096	1821652	placeholder
1	272654955	272721331	1	74921427	74988689	placeholder
1	166157898	166199410	1	190217183	190280370	placeholder
6	31417461	31463732	4	154201005	154244817	placeholder
17	9549693	9575015	18	6586753	6627287	placeholder
3	152262743	152301892	3	58080469	58121926	placeholder
1	64641729	64776176	1	303092522	303218478	placeholder
1	332636091	332794298	1	8457680	8665829	placeholder
19	241781	256145	19	9780583	9798256	placeholder
2	11596379	11609758	2	308874217	308889797	placeholder
3	49301918	49375407	3	167059244	167133350	placeholder
3	142593126	142633794	3	68332695	68370201	placeholder
3	66422137	66495018	3	148016113	148085681	placeholder
5	70801597	70858812	7	7901406	7929626	placeholder
1	238870745	238912380	1	112523576	112589575	placeholder
15	1857484	1871877	14	19597814	19625934	placeholder
5	50690613	50767089	6	9980452	10089394	placeholder
3	180826430	180940954	3	26157093	26270906	placeholder
1	176836776	176918133	1	178893519	178942496	placeholder
3	123249956	123295873	3	89890825	89943463	placeholder
5	67763398	67802533	7	5882967	5908166	placeholder
3	39113724	39157371	3	178223075	178265499	placeholder
1	53694873	53742432	1	315272638	315322160	placeholder
5	51303523	51358748	6	9430359	9482440	placeholder
1	262199614	262249198	1	86757414	86804798	placeholder
5	91215382	91237293	7	21305949	21324183	placeholder
14	220670	238661	15	19763640	19781487	placeholder
16	1772462	1839689	16	15035936	15110921	placeholder
2	95579626	95619839	2	202288197	202326934	placeholder
3	130717001	130760659	3	81382455	81441428	placeholder
4	90938011	90962116	5	100049210	100075972	placeholder
6	69893270	69897716	4	113530363	113534773	placeholder
1	288140427	288174228	1	57495917	57535524	placeholder
8	66446636	66703663	4	71112068	71469133	placeholder
15	11631271	11661660	14	5654694	5687868	placeholder
8	25544782	25586932	4	30566862	30609360	placeholder
1	257459716	257510039	1	92000141	92051351	placeholder
6	43290076	43341584	4	141647658	141693402	placeholder
16	6745275	6768804	16	9136098	9174553	placeholder
2	31532027	31598392	2	273650593	273715616	placeholder
7	65935264	66036415	10	26763504	26836262	placeholder
10	5047427	5106248	11	6973035	7007770	placeholder
11	22591404	22598268	9	31586885	31593560	placeholder
1	55155058	55168832	1	313610613	313625904	placeholder
8	76739548	76786316	4	59897708	59955575	placeholder
1	221445330	221488744	1	131515335	131555995	placeholder
1	277656680	277685325	1	69537569	69560345	placeholder
5	122421188	122467925	7	53459381	53488775	placeholder
3	169968203	170016443	3	38261691	38319121	placeholder
2	203692098	203727305	2	80972990	81010914	placeholder
1	159387198	159481033	1	198319741	198417577	placeholder
2	243252377	243294448	2	36422836	36463328	placeholder
7	88174371	88409672	10	4915973	5168684	placeholder
2	194020657	194049214	2	91368040	91396725	placeholder
12	8498031	8517940	13	13764909	13792580	placeholder
11	17532655	17569365	9	25840389	25942561	placeholder
7	56448764	56508055	8	3873214	3939076	placeholder
4	87252174	87311993	5	95970363	96034032	placeholder
17	3356830	3388473	18	1251619	1272123	placeholder
5	26598873	26708861	6	35426445	35536134	placeholder
1	296534198	296569541	1	48202356	48245384	placeholder
7	37143476	37191008	8	14752289	14794514	placeholder
3	33815248	33870085	3	184345007	184394099	placeholder
14	4705538	4723856	15	14329995	14351247	placeholder
4	5290407	5335474	5	4301318	4342677	placeholder
1	260910412	260955704	1	88135810	88177865	placeholder
1	212036948	212125948	1	142006692	142104475	placeholder
3	63498087	63531695	3	151283003	151316156	placeholder
1	222821071	222886448	1	130030221	130099814	placeholder
2	235291097	235552557	2	45326348	45590500	placeholder
13	18053883	18076417	12	25237679	25277528	placeholder
6	37761343	37834443	4	147450730	147495913	placeholder
15	14152287	14166274	14	3139227	3149863	placeholder
1	137800680	137829527	1	222281068	222313904	placeholder
1	64357789	64413404	1	303508204	303565921	placeholder
13	18324394	18342253	12	25512087	25528229	placeholder
2	9338111	9358535	2	306549322	306570532	placeholder
1	170590766	170751966	1	184105268	184262095	placeholder
1	114341305	114376522	1	248205179	248238075	placeholder
2	69157800	69205702	2	230895318	230948499	placeholder
1	59090684	59137284	1	309285968	309323053	placeholder
2	203790679	203816443	2	80886423	80910873	placeholder
1	323234194	323353163	1	19516439	19635260	placeholder
8	36952098	36993073	4	42299384	42333545	placeholder
5	58731851	58784444	6	1708936	1784401	placeholder
7	14501130	14527304	8	38678313	38703104	placeholder
3	7944295	8038861	3	214369729	214443542	placeholder
1	226703011	226743012	1	125768273	125802161	placeholder
1	92879617	92922599	1	272217508	272259830	placeholder
2	199901084	199946125	2	84951236	84988978	placeholder
1	62899545	62916979	1	305137420	305157158	placeholder
7	65511714	65600287	10	27094331	27189768	placeholder
2	97487021	97514881	2	200083487	200110769	placeholder
2	141510596	141569048	2	149913110	150012545	placeholder
1	296633681	296728182	1	48034263	48135404	placeholder
3	120154147	120199347	3	93560979	93618632	placeholder
1	299037803	299126962	1	45395654	45480904	placeholder
16	5011379	5053912	16	11137478	11189662	placeholder
1	179138712	179176680	1	177073700	177125426	placeholder
14	7308527	7343068	15	11032186	11067766	placeholder
4	51608750	51641624	5	57763096	57815971	placeholder
15	1899943	2021609	14	19286717	19518828	placeholder
2	190077598	190154079	2	95888281	95968009	placeholder
2	155294036	155338081	2	134841749	134890560	placeholder
1	211828633	211922561	1	142227017	142328923	placeholder
1	256613682	256721885	1	92915232	93023103	placeholder
15	7337377	7389348	14	10454313	10513095	placeholder
1	249005722	249048972	1	101035219	101087109	placeholder
2	148811305	149196028	2	141289349	141697514	placeholder
1	225929935	225969758	1	126573944	126618210	placeholder
2	67452584	67521925	2	232904507	232924123	placeholder
8	74792764	74835711	4	62056817	62097098	placeholder
1	164234628	164261118	1	192699054	192717948	placeholder
11	15300587	15321220	9	22871583	22899859	placeholder
14	7214832	7264790	15	11127294	11176164	placeholder
3	71242012	71354018	3	142217376	142352610	placeholder
8	67712144	67766246	4	68070922	68134052	placeholder
1	146563261	146611757	1	212763756	212803645	placeholder
19	5532872	5559813	19	8314695	8331447	placeholder
1	65842572	65871978	1	301867257	301896227	placeholder
5	100158559	100311027	7	30082004	30278605	placeholder
3	44699290	44918746	3	171979551	172209241	placeholder
1	116607547	116631639	1	245717089	245743745	placeholder
5	23250637	23350957	6	39000269	39114630	placeholder
1	302623759	302655942	1	41602433	41628750	placeholder
1	17650518	17720537	1	354858457	354925042	placeholder
14	719665	740263	15	19275582	19294139	placeholder
4	23612693	23640751	5	24693383	24723417	placeholder
1	26592420	26654162	1	344905986	344972292	placeholder
2	190353589	190376469	2	95644071	95675272	placeholder
3	147386754	147437623	3	63065548	63120233	placeholder
7	31115328	31158679	8	21256059	21292558	placeholder
11	11963727	12054570	9	18541014	18667979	placeholder
2	182712477	182757954	2	104197587	104246715	placeholder
15	3377859	3431258	14	16646954	16727405	placeholder
3	58309119	58314897	3	156957924	156963785	placeholder
1	269844171	269908809	1	78077625	78132464	placeholder
6	36540287	36567047	4	148791875	148814145	placeholder
1	259388280	259411447	1	89874034	89896261	placeholder
2	199769794	199872773	2	85014064	85121111	placeholder
13	13059948	13078794	12	20140353	20160811	placeholder
15	6517800	6546048	14	11491744	11524855	placeholder
6	43150111	43198579	4	141785187	141834825	placeholder
4	84273448	84317475	5	92795387	92846159	placeholder
4	20123778	20131399	5	20959447	20966849	placeholder
6	45583401	45606589	4	139308483	139335817	placeholder
1	284215054	284224877	1	61831017	61839693	placeholder
15	16761366	16777795	14	374589	391000	placeholder
15	11707112	11727607	14	5596521	5616615	placeholder
6	22656842	22694996	4	164409079	164453286	placeholder
18	9160510	9165550	17	14723429	14728978	placeholder
3	161020942	161073502	3	48368229	48436171	placeholder
3	45471755	45503488	3	171334548	171368848	placeholder
8	48589652	48660041	4	53577995	53626070	placeholder
6	52093880	52121137	4	132431744	132453513	placeholder
3	56826965	56898702	3	158560404	158627861	placeholder
1	285975811	286023115	1	59741288	59791328	placeholder
3	177449269	177543844	3	29830873	29931080	placeholder
6	42554280	42646994	4	142398682	142488720	placeholder
4	90968442	90998753	5	100082544	100119488	placeholder
1	270442240	270521068	1	77386239	77495673	placeholder
6	37963864	37993682	4	147309582	147347616	placeholder
13	3419802	3466320	12	7171714	7253781	placeholder
5	99248350	99300338	7	29224569	29280290	placeholder
1	114613967	114655901	1	247916860	247959074	placeholder
1	326092131	326181486	1	16073115	16165802	placeholder
5	86572881	86627955	7	17515020	17559024	placeholder
2	176341799	176368796	2	111361418	111392999	placeholder
1	250866748	250943357	1	99058012	99132245	placeholder
6	254736	281183	4	189317917	189342283	placeholder
3	136578647	136663095	3	75043743	75144722	placeholder
5	57009854	57040207	6	3529373	3558545	placeholder
1	65894818	65952585	1	301754703	301843786	placeholder
3	165989207	166012035	3	42566111	42590716	placeholder
3	62739178	62843728	3	151975427	152125863	placeholder
4	78522802	78869637	5	88396461	88549631	placeholder
