Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	69611355	69633321	0d0887
1	148936096	149069608	1	157526763	157668867	0d0887
8	42966448	43092062	8	45211844	45325587	ad2793
5	21571446	21593801	5	21986420	22009104	7201a8
1	198202236	198243518	1	211287157	211334962	0d0887
2	191945511	192002093	2	208633051	208694673	2e0595
14	14408711	14503783	15	17301952	17400748	f58b47
4	22456142	22582721	4	110480783	110607770	5c01a6
1	270038753	270125470	1	287786458	287872147	0d0887
1	126070166	126166134	1	133265325	133343283	0d0887
14	5859568	5915779	15	6196696	6254372	f58b47
1	310054045	310226185	1	331183342	331339874	0d0887
7	41879020	42009147	7	49376541	49497577	9c179e
5	24709095	24743371	5	25355469	25404029	7201a8
1	239740195	239799764	1	255321651	255400182	0d0887
3	64068408	64111453	3	148269733	148322388	46039f
3	65933528	65979642	3	146249963	146289231	46039f
2	47369246	47409108	2	50345637	50395746	2e0595
3	197899120	197959211	3	4545000	4594574	46039f
2	198317496	198392263	2	215307712	215380840	2e0595
5	77784247	77837529	5	78167005	78188954	7201a8
12	11705357	11955692	13	12266162	12536501	e3685f
1	40467695	40605557	1	41946277	42092070	0d0887
16	10002106	10041753	16	11151025	11196709	fdb42f
3	153841800	153945808	3	51024125	51140168	46039f
13	13692774	13730122	12	4624079	4661882	ed7953
8	55648999	55715066	8	58550578	58671911	ad2793
17	7820850	7849822	17	9201505	9232932	fdca26
1	227650323	227674007	1	242392975	242415261	0d0887
1	55495909	55568752	1	58304096	58371165	0d0887
17	1875274	1969990	17	3321897	3421595	fdca26
1	337045295	337197606	16	4216460	4356322	0d0887
2	152269843	152317762	2	165972541	166022882	2e0595
1	173115847	173225833	1	184375563	184534975	0d0887
7	88785669	88883444	7	5305486	5398136	9c179e
1	226244444	226301853	1	240890213	240958550	0d0887
7	30649792	30742536	7	61182143	61255764	9c179e
16	13020831	13048086	16	14321090	14348842	fdb42f
1	254251440	254273160	1	270892137	270917166	0d0887
1	340441203	340457170	1	362717352	362733068	0d0887
7	15905138	16030611	7	76542391	76678814	9c179e
1	63230614	63248112	1	66740453	66771344	0d0887
1	139247389	139332755	1	147354588	147387578	0d0887
15	14731807	14746046	14	19416027	19429951	fb9f3a
5	52903400	52945682	5	54819330	54860978	7201a8
4	19829077	19898892	4	113536374	113626746	5c01a6
1	143309865	143409578	1	151514934	151615030	0d0887
2	90211784	90306194	2	94025987	94122999	2e0595
16	8925450	9028643	16	10016769	10139802	fdb42f
2	103475212	103503025	2	108223688	108243882	2e0595
4	57144996	57220345	4	75545621	75621838	5c01a6
6	85593186	85678509	6	87070496	87160423	8808a6
2	243389519	243490749	2	264185419	264284534	2e0595
