Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
1	65746531	65838890	1	69611355	69633321	placeholder
1	148936096	149069608	1	157526763	157668867	placeholder
8	42966448	43092062	8	45211844	45325587	placeholder
5	21571446	21593801	5	21986420	22009104	placeholder
1	198202236	198243518	1	211287157	211334962	placeholder
2	191945511	192002093	2	208633051	208694673	placeholder
14	14408711	14503783	15	17301952	17400748	placeholder
4	22456142	22582721	4	110480783	110607770	placeholder
1	270038753	270125470	1	287786458	287872147	placeholder
1	126070166	126166134	1	133265325	133343283	placeholder
14	5859568	5915779	15	6196696	6254372	placeholder
1	310054045	310226185	1	331183342	331339874	placeholder
7	41879020	42009147	7	49376541	49497577	placeholder
5	24709095	24743371	5	25355469	25404029	placeholder
1	239740195	239799764	1	255321651	255400182	placeholder
3	64068408	64111453	3	148269733	148322388	placeholder
3	65933528	65979642	3	146249963	146289231	placeholder
2	47369246	47409108	2	50345637	50395746	placeholder
3	197899120	197959211	3	4545000	4594574	placeholder
2	198317496	198392263	2	215307712	215380840	placeholder
5	77784247	77837529	5	78167005	78188954	placeholder
12	11705357	11955692	13	12266162	12536501	placeholder
1	40467695	40605557	1	41946277	42092070	placeholder
16	10002106	10041753	16	11151025	11196709	placeholder
3	153841800	153945808	3	51024125	51140168	placeholder
13	13692774	13730122	12	4624079	4661882	placeholder
8	55648999	55715066	8	58550578	58671911	placeholder
17	7820850	7849822	17	9201505	9232932	placeholder
1	227650323	227674007	1	242392975	242415261	placeholder
1	55495909	55568752	1	58304096	58371165	placeholder
17	1875274	1969990	17	3321897	3421595	placeholder
1	337045295	337197606	16	4216460	4356322	placeholder
2	152269843	152317762	2	165972541	166022882	placeholder
1	173115847	173225833	1	184375563	184534975	placeholder
7	88785669	88883444	7	5305486	5398136	placeholder
1	226244444	226301853	1	240890213	240958550	placeholder
7	30649792	30742536	7	61182143	61255764	placeholder
16	13020831	13048086	16	14321090	14348842	placeholder
1	254251440	254273160	1	270892137	270917166	placeholder
1	340441203	340457170	1	362717352	362733068	placeholder
7	15905138	16030611	7	76542391	76678814	placeholder
1	63230614	63248112	1	66740453	66771344	placeholder
1	139247389	139332755	1	147354588	147387578	placeholder
15	14731807	14746046	14	19416027	19429951	placeholder
5	52903400	52945682	5	54819330	54860978	placeholder
4	19829077	19898892	4	113536374	113626746	placeholder
1	143309865	143409578	1	151514934	151615030	placeholder
2	90211784	90306194	2	94025987	94122999	placeholder
16	8925450	9028643	16	10016769	10139802	placeholder
2	103475212	103503025	2	108223688	108243882	placeholder
4	57144996	57220345	4	75545621	75621838	placeholder
6	85593186	85678509	6	87070496	87160423	placeholder
2	243389519	243490749	2	264185419	264284534	placeholder
16	11856908	11882451	16	13166531	13190444	placeholder
1	333403470	333571816	1	355499137	355665063	placeholder
7	29771975	29948810	7	61979104	62146380	placeholder
14	1843998	1869919	15	1837882	1864439	placeholder
1	270326380	270370401	1	288128095	288169479	placeholder
5	38723730	38762385	5	40039483	40087664	placeholder
1	17345116	17409434	1	17009633	17087286	placeholder
1	276478812	276524718	1	294730049	294776517	placeholder
16	10138522	10204439	16	11313259	11391942	placeholder
1	217716540	217754577	1	231883853	231921336	placeholder
1	273477741	273804175	1	291438707	291773781	placeholder
6	30925131	30997296	6	31100841	31176576	placeholder
2	67273630	67354026	2	71777726	71866877	placeholder
8	41225517	41275540	8	43311552	43379513	placeholder
15	4578186	4642046	14	9770527	9843159	placeholder
2	156393146	156424112	2	170555737	170589671	placeholder
1	71974059	72090517	1	76141906	76219417	placeholder
6	89352107	89457309	6	92657460	92952445	placeholder
3	87273107	87430496	3	123294988	123454574	placeholder
8	21681298	21700178	8	22035212	22057458	placeholder
5	119878978	119912385	5	120801117	120840926	placeholder
7	31477671	31525503	7	60333302	60370991	placeholder
1	41301800	41347926	1	42845466	42887118	placeholder
4	93612604	93700625	4	39579448	39677425	placeholder
6	97386734	97463640	6	102407334	102500552	placeholder
1	130705502	130730074	1	138295371	138324200	placeholder
14	10099259	10150034	15	11006670	11055533	placeholder
1	39647603	39686272	1	41144454	41190860	placeholder
6	70123998	70172573	6	72580106	72629562	placeholder
2	158407906	158505750	2	172660685	172761297	placeholder
2	100057344	100092342	2	104433747	104467873	placeholder
15	6795598	6816406	14	12447639	12469570	placeholder
1	116661377	116673484	1	123203187	123215944	placeholder
2	217968864	218317612	2	236627479	236983815	placeholder
14	14554076	14601311	15	17443574	17490810	placeholder
1	65642528	65680170	1	69419877	69460120	placeholder
1	277621622	277638293	1	295909109	295927777	placeholder
10	16434487	16447306	11	9219006	9229824	placeholder
2	84884676	84975111	2	88967942	89041060	placeholder
15	1758966	1793963	14	5119479	5185412	placeholder
7	21239400	21296110	7	71077127	71141632	placeholder
2	155944757	155999368	2	170016647	170107294	placeholder
1	265601318	265694508	1	282988562	283091720	placeholder
7	89923509	89977359	7	4135648	4181682	placeholder
3	57057604	57110484	3	155895264	155954042	placeholder
7	46611936	46651584	7	45396503	45449506	placeholder
5	85860881	85961163	5	85965555	86094699	placeholder
14	16075595	16123807	15	18970308	19019251	placeholder
8	75119664	75143890	8	76509563	76534754	placeholder
17	10092750	10111182	17	11643507	11662425	placeholder
3	25696020	25727393	3	191254063	191284504	placeholder
1	18148351	18207975	1	17883291	17939849	placeholder
1	286115006	286261800	1	305402471	305550788	placeholder
8	74273556	74304933	8	75670374	75698254	placeholder
1	116303632	116347770	1	122810991	122852282	placeholder
14	6397046	6421387	15	6785240	6812427	placeholder
13	474334	546105	12	22792680	22833442	placeholder
1	339620078	339678289	1	361970216	362011343	placeholder
2	199267891	199304830	2	216332276	216373051	placeholder
1	340401255	340412468	1	362673138	362684793	placeholder
14	8248162	8293241	15	8949865	8999281	placeholder
1	13668449	13726046	1	13153344	13214753	placeholder
3	152339458	152404353	3	52731010	52797459	placeholder
5	8042920	8068159	5	7776519	7801670	placeholder
2	133124550	133156532	2	145185736	145220311	placeholder
12	4882637	4944016	13	5055089	5084633	placeholder
14	9854934	9888403	15	10745394	10779828	placeholder
7	16305383	16355037	7	76182090	76231745	placeholder
3	114830030	114916385	3	94068596	94166728	placeholder
5	109376910	109521772	5	110007640	110151429	placeholder
1	255446735	255500403	1	272218334	272276379	placeholder
1	268763022	268834137	1	286386191	286456494	placeholder
2	206213535	206273600	2	223786976	223841950	placeholder
8	60638174	60798671	8	62597509	62733333	placeholder
5	36410076	36467420	5	37471586	37532510	placeholder
1	71525710	71607930	1	75599867	75691812	placeholder
1	62339399	62392219	1	65759666	65803673	placeholder
7	52747782	52867614	7	41591277	41673855	placeholder
1	272654955	272721331	1	290578373	290654434	placeholder
1	166157898	166199410	1	175981118	176031560	placeholder
6	31417461	31463732	6	31641063	31701139	placeholder
17	9549693	9575015	17	10939553	10966094	placeholder
3	152262743	152301892	3	52833977	52873226	placeholder
1	64641729	64776176	1	68311146	68440370	placeholder
1	332636091	332794298	1	354750301	354884890	placeholder
19	241781	256145	19	198401	207258	placeholder
2	11596379	11609758	2	11237084	11253382	placeholder
3	49301918	49375407	3	165239098	165315708	placeholder
3	142593126	142633794	3	63294113	63336346	placeholder
3	66422137	66495018	3	145839480	145912156	placeholder
5	70801597	70858812	5	72281250	72349433	placeholder
17	4936784	5003635	17	6326245	6331096	placeholder
1	238870745	238912380	1	254424382	254478632	placeholder
15	1857484	1871877	14	5288565	5312186	placeholder
5	50690613	50767089	5	52176739	52270847	placeholder
3	180826430	180940954	3	22253920	22370887	placeholder
1	176836776	176918133	1	189989992	190063066	placeholder
3	123249956	123295873	3	84829938	84881907	placeholder
5	67763398	67802533	5	69814720	69850879	placeholder
3	39113724	39157371	3	176253298	176297721	placeholder
1	53694873	53742432	1	56286198	56331020	placeholder
5	51303523	51358748	5	52837928	52888873	placeholder
1	262199614	262249198	1	279415178	279458444	placeholder
5	91215382	91237293	5	91155540	91178076	placeholder
14	220670	238661	15	195144	212580	placeholder
16	1772462	1839689	16	2097042	2163726	placeholder
2	95579626	95619839	2	99753841	99786690	placeholder
3	130717001	130760659	3	76338665	76384384	placeholder
4	90938011	90962116	4	43320078	43347151	placeholder
5	5528377	5604304	5	5210221	5287304	placeholder
6	69893270	69897716	6	72370064	72374507	placeholder
1	288140427	288174228	1	307420125	307451918	placeholder
8	66446636	66703663	8	68153327	68459176	placeholder
15	11631271	11661660	14	17064124	17095925	placeholder
8	25544782	25586932	8	26301430	26366965	placeholder
1	257459716	257510039	1	274412085	274463877	placeholder
6	43290076	43341584	6	43906735	43959119	placeholder
16	6745275	6768804	16	7547878	7580993	placeholder
2	31532027	31598392	2	33078257	33154838	placeholder
7	65935264	66036415	7	27060385	27172967	placeholder
10	5047427	5106248	11	17255208	17305955	placeholder
11	22591404	22598268	10	416500	423326	placeholder
1	55155058	55168832	1	57925072	57942470	placeholder
8	76739548	76786316	8	76724834	76768753	placeholder
1	221445330	221488744	1	235794023	235833050	placeholder
1	277656680	277685325	1	295948129	295977050	placeholder
5	122421188	122467925	5	123146247	123180440	placeholder
3	169968203	170016443	3	33757094	33813999	placeholder
2	203692098	203727305	2	221072060	221118620	placeholder
1	159387198	159481033	1	168894619	168991996	placeholder
2	243252377	243294448	2	264043796	264086101	placeholder
7	88174371	88409672	7	5781659	6010722	placeholder
2	194020657	194049214	2	210912744	210952363	placeholder
12	8498031	8517940	13	8961745	8980260	placeholder
11	17532655	17569365	10	4936297	4971384	placeholder
7	56448764	56508055	7	37290783	37359882	placeholder
4	87252174	87311993	4	47033160	47095477	placeholder
17	3356830	3388473	17	4655049	4686812	placeholder
5	26598873	26708861	5	27390421	27503921	placeholder
1	296534198	296569541	1	316719211	316771188	placeholder
7	37143476	37191008	7	54428760	54472309	placeholder
3	33815248	33870085	3	182152651	182210478	placeholder
14	4705538	4723856	15	4917087	4940369	placeholder
4	5290407	5335474	4	128918340	128971262	placeholder
1	260910412	260955704	1	278194951	278244602	placeholder
1	212036948	212125948	1	225642483	225732304	placeholder
3	63498087	63531695	3	148927776	148961508	placeholder
1	222821071	222886448	1	237288824	237380146	placeholder
2	235291097	235552557	2	255400609	255666555	placeholder
13	18053883	18076417	12	689581	761444	placeholder
6	37761343	37834443	6	38238677	38310137	placeholder
15	14152287	14166274	14	18927192	18937016	placeholder
1	137800680	137829527	1	145756270	145789009	placeholder
1	64357789	64413404	1	67993036	68063912	placeholder
13	18324394	18342253	12	479267	495512	placeholder
2	9338111	9358535	2	8663278	8690578	placeholder
1	170590766	170751966	1	180881278	181043695	placeholder
1	114341305	114376522	1	120668405	120706200	placeholder
2	69157800	69205702	2	73815789	73866124	placeholder
1	59090684	59137284	1	62251726	62296998	placeholder
2	203790679	203816443	2	221189286	221218905	placeholder
1	323234194	323353163	1	344684554	344810186	placeholder
8	36952098	36993073	8	38698144	38743613	placeholder
10	6545356	6594373	11	15800357	15840868	placeholder
5	58731851	58784444	5	60861679	60928332	placeholder
7	14501130	14527304	7	78100300	78133137	placeholder
3	7944295	8038861	3	210465618	210559173	placeholder
1	226703011	226743012	1	241386921	241426199	placeholder
1	92879617	92922599	1	98788942	98827550	placeholder
2	199901084	199946125	2	217000723	217048169	placeholder
1	62899545	62916979	1	66385015	66409803	placeholder
7	65511714	65600287	7	27620606	27749995	placeholder
2	97487021	97514881	2	101846920	101873599	placeholder
2	141510596	141569048	2	154521397	154599777	placeholder
1	296633681	296728182	1	316842308	316931922	placeholder
3	120154147	120199347	3	88389371	88440414	placeholder
1	299037803	299126962	1	319459244	319548825	placeholder
16	5011379	5053912	16	5688600	5731697	placeholder
1	179138712	179176680	1	191999430	192032979	placeholder
14	7308527	7343068	15	7810548	7845445	placeholder
4	51608750	51641624	4	80566509	80607081	placeholder
15	1899943	2021609	14	5365841	5570187	placeholder
2	190077598	190154079	2	206624462	206701996	placeholder
2	155294036	155338081	2	169359238	169408622	placeholder
1	211828633	211922561	1	225421211	225529538	placeholder
1	256613682	256721885	1	273455376	273575841	placeholder
15	7337377	7389348	14	13051660	13112236	placeholder
1	249005722	249048972	1	265367017	265420254	placeholder
2	148811305	149196028	2	162495379	162929570	placeholder
1	225929935	225969758	1	240569533	240608198	placeholder
2	67452584	67521925	2	72022926	72042584	placeholder
8	74792764	74835711	8	76158242	76200996	placeholder
1	164234628	164261118	1	173846578	173868062	placeholder
11	15300587	15321220	10	7057504	7078303	placeholder
14	7214832	7264790	15	7695499	7754190	placeholder
3	71242012	71354018	3	140674570	140786676	placeholder
8	67712144	67766246	8	69518539	69580705	placeholder
1	146563261	146611757	1	154946580	154991963	placeholder
