genome	chr	length	plotOrd	gapSize	chrstart	med	x1	x2	y1	y2	chrLab
Argyrophis_diardii	chr1	3798	1	165.541176470588	1	11130.3294117647	-11129.3294117647	-7331.32941176471	1.13458076131687	0.865419238683128	1
Argyrophis_diardii	chr2	3015	2	165.541176470588	3965.54117647059	11130.3294117647	-7164.78823529412	-4149.78823529412	1.13458076131687	0.865419238683128	2
Argyrophis_diardii	chr3	2338	3	165.541176470588	7147.08235294118	11130.3294117647	-3983.24705882353	-1645.24705882353	1.13458076131687	0.865419238683128	3
Argyrophis_diardii	chr4	1070	4	165.541176470588	9651.62352941176	11130.3294117647	-1478.70588235294	-408.705882352941	1.13458076131687	0.865419238683128	4
Argyrophis_diardii	chr5	1052	5	165.541176470588	10888.1647058824	11130.3294117647	-242.164705882353	809.835294117647	1.13458076131687	0.865419238683128	5
Argyrophis_diardii	chr6	952	6	165.541176470588	12106.7058823529	11130.3294117647	976.376470588237	1928.37647058824	1.13458076131687	0.865419238683128	6
Argyrophis_diardii	chr7	734	7	165.541176470588	13225.2470588235	11130.3294117647	2094.91764705882	2828.91764705882	1.13458076131687	0.865419238683128	7
Argyrophis_diardii	chr8	693	8	165.541176470588	14125.7882352941	11130.3294117647	2995.45882352941	3688.45882352941	1.13458076131687	0.865419238683128	8
Argyrophis_diardii	chr9	1848	9	165.541176470588	14985.3294117647	11130.3294117647	3855	5703	1.13458076131687	0.865419238683128	9
Argyrophis_diardii	chr12	433	10	165.541176470588	16999.8705882353	11130.3294117647	5869.54117647059	6302.54117647059	1.13458076131687	0.865419238683128	12
Argyrophis_diardii	chr16	561	11	165.541176470588	17599.4117647059	11130.3294117647	6469.08235294118	7030.08235294118	1.13458076131687	0.865419238683128	16
Argyrophis_diardii	chr15	421	12	165.541176470588	18326.9529411765	11130.3294117647	7196.62352941177	7617.62352941177	1.13458076131687	0.865419238683128	15
Argyrophis_diardii	chr14	350	13	165.541176470588	18914.4941176471	11130.3294117647	7784.16470588235	8134.16470588235	1.13458076131687	0.865419238683128	14
Argyrophis_diardii	chr10	783	14	165.541176470588	19431.0352941176	11130.3294117647	8300.70588235294	9083.70588235294	1.13458076131687	0.865419238683128	10
Argyrophis_diardii	chr13	399	15	165.541176470588	20380.5764705882	11130.3294117647	9250.24705882353	9649.24705882353	1.13458076131687	0.865419238683128	13
Argyrophis_diardii	chr17	157	16	165.541176470588	20946.1176470588	11130.3294117647	9815.78823529412	9972.78823529412	1.13458076131687	0.865419238683128	17
Argyrophis_diardii	chr11	991	17	165.541176470588	21269.6588235294	11130.3294117647	10139.3294117647	11130.3294117647	1.13458076131687	0.865419238683128	11
Bothrops_insularis	chr1	4176	1	136.633333333333	1	12074.8833333333	-12073.8833333333	-7897.88333333333	8.13458076131687	7.86541923868313	1
Bothrops_insularis	chr2	3630	2	136.633333333333	4314.63333333333	12074.8833333333	-7760.25	-4130.25	8.13458076131687	7.86541923868313	2
Bothrops_insularis	chr3	2496	3	136.633333333333	8082.26666666667	12074.8833333333	-3992.61666666667	-1496.61666666667	8.13458076131687	7.86541923868313	3
Bothrops_insularis	chr4	1239	4	136.633333333333	10715.9	12074.8833333333	-1358.98333333333	-119.983333333332	8.13458076131687	7.86541923868313	4
Bothrops_insularis	chr5	1198	5	136.633333333333	12092.5333333333	12074.8833333333	17.6500000000015	1215.65	8.13458076131687	7.86541923868313	5
Bothrops_insularis	chr6	1161	6	136.633333333333	13428.1666666667	12074.8833333333	1353.28333333333	2514.28333333333	8.13458076131687	7.86541923868313	6
Bothrops_insularis	chr7	844	7	136.633333333333	14726.8	12074.8833333333	2651.91666666667	3495.91666666667	8.13458076131687	7.86541923868313	7
Bothrops_insularis	chrZ	2143	8	136.633333333333	15708.4333333333	12074.8833333333	3633.55	5776.55	8.13458076131687	7.86541923868313	Z
Bothrops_insularis	chr9	546	9	136.633333333333	17989.0666666667	12074.8833333333	5914.18333333334	6460.18333333333	8.13458076131687	7.86541923868313	9
Bothrops_insularis	chr16	268	10	136.633333333333	18672.7	12074.8833333333	6597.81666666667	6865.81666666667	8.13458076131687	7.86541923868313	16
Bothrops_insularis	chr15	506	11	136.633333333333	19078.3333333333	12074.8833333333	7003.45	7509.45	8.13458076131687	7.86541923868313	15
Bothrops_insularis	chr13	461	12	136.633333333333	19721.9666666667	12074.8833333333	7647.08333333333	8108.08333333333	8.13458076131687	7.86541923868313	13
Bothrops_insularis	chr10	407	13	136.633333333333	20320.6	12074.8833333333	8245.71666666667	8652.71666666667	8.13458076131687	7.86541923868313	10
Bothrops_insularis	chr14	475	14	136.633333333333	20865.2333333333	12074.8833333333	8790.35	9265.35	8.13458076131687	7.86541923868313	14
Bothrops_insularis	chr11	458	15	136.633333333333	21477.8666666667	12074.8833333333	9402.98333333333	9860.98333333333	8.13458076131687	7.86541923868313	11
Bothrops_insularis	chr18	411	16	136.633333333333	22073.5	12074.8833333333	9998.61666666667	10409.6166666667	8.13458076131687	7.86541923868313	18
Bothrops_insularis	chr17	507	17	136.633333333333	22622.1333333333	12074.8833333333	10547.25	11054.25	8.13458076131687	7.86541923868313	17
Bothrops_insularis	chr12	883	18	136.633333333333	23266.7666666667	12074.8833333333	11191.8833333333	12074.8833333333	8.13458076131687	7.86541923868313	12
Candoia_aspera	chr1	3386	1	174.844444444444	1	10680.1777777778	-10679.1777777778	-7293.17777777778	3.13458076131687	2.86541923868313	1
Candoia_aspera	chr2	3135	2	174.844444444444	3562.84444444444	10680.1777777778	-7117.33333333333	-3982.33333333333	3.13458076131687	2.86541923868313	2
Candoia_aspera	chr3	1970	3	174.844444444444	6873.68888888889	10680.1777777778	-3806.48888888889	-1836.48888888889	3.13458076131687	2.86541923868313	3
Candoia_aspera	chr5	1001	4	174.844444444444	9019.53333333333	10680.1777777778	-1660.64444444445	-659.644444444446	3.13458076131687	2.86541923868313	5
Candoia_aspera	chr6	935	5	174.844444444444	10196.3777777778	10680.1777777778	-483.800000000001	451.199999999999	3.13458076131687	2.86541923868313	6
Candoia_aspera	chr7	904	6	174.844444444444	11307.2222222222	10680.1777777778	627.044444444442	1531.04444444444	3.13458076131687	2.86541923868313	7
Candoia_aspera	chr8	648	7	174.844444444444	12387.0666666667	10680.1777777778	1706.88888888889	2354.88888888889	3.13458076131687	2.86541923868313	8
Candoia_aspera	chr4	2454	8	174.844444444444	13210.9111111111	10680.1777777778	2530.73333333333	4984.73333333333	3.13458076131687	2.86541923868313	4
Candoia_aspera	chr9	431	9	174.844444444444	15840.7555555556	10680.1777777778	5160.57777777778	5591.57777777778	3.13458076131687	2.86541923868313	9
Candoia_aspera	chr10	598	10	174.844444444444	16447.6	10680.1777777778	5767.42222222222	6365.42222222222	3.13458076131687	2.86541923868313	10
Candoia_aspera	chr13	391	11	174.844444444444	17221.4444444444	10680.1777777778	6541.26666666667	6932.26666666667	3.13458076131687	2.86541923868313	13
Candoia_aspera	chr12	313	12	174.844444444444	17788.2888888889	10680.1777777778	7108.11111111111	7421.11111111111	3.13458076131687	2.86541923868313	12
Candoia_aspera	chr14	408	13	174.844444444444	18277.1333333333	10680.1777777778	7596.95555555556	8004.95555555556	3.13458076131687	2.86541923868313	14
Candoia_aspera	chr11	380	14	174.844444444444	18860.9777777778	10680.1777777778	8180.8	8560.8	3.13458076131687	2.86541923868313	11
Candoia_aspera	chr16	311	15	174.844444444444	19416.8222222222	10680.1777777778	8736.64444444445	9047.64444444445	3.13458076131687	2.86541923868313	16
Candoia_aspera	chr18	277	16	174.844444444444	19903.6666666667	10680.1777777778	9223.48888888889	9500.48888888889	3.13458076131687	2.86541923868313	18
Candoia_aspera	chr15	371	17	174.844444444444	20356.5111111111	10680.1777777778	9676.33333333333	10047.3333333333	3.13458076131687	2.86541923868313	15
Candoia_aspera	chr17	457	18	174.844444444444	20903.3555555556	10680.1777777778	10223.1777777778	10680.1777777778	3.13458076131687	2.86541923868313	17
Cerastes_gasperettii	chr1	4846	1	88	1	13850	-13849	-9003	6.13458076131687	5.86541923868313	1
